Unnamed: 0,experiments,total_experiments,total_samples,interface,countries,languages,search_queries,video_id,video_title,video_url,video_link,description,creator_id,creator_url,creator_link,user_action_sets,origin_revs,samples,trials,begins,ends,average_order
1018,{'general'},0,0,tk0,{'nl'},{'en'},{'anti-war candidate european elections 2024 netherlands'},7304639473243933984,A far-right populist who has previously called for,https://www.tiktok.com/@vicenews/video/7304639473243933984,<a href='https://www.tiktok.com/@vicenews/video/7304639473243933984' target='_blank' rel='noreferrer nofollow'>Open video</a>,"A far-right populist who has previously called for a ban on the Qur’an, Islamic schools and mosques has emerged as a shock winner in the Dutch election. Geert Wilders is set to win 37 seats, well ahead of his nearest rival, putting him in the top position to form a ruling coalition and potentially become the country's next prime minister. #dutchelections #muslimtiktok #mosques #geertwilders #primeminister #election ",vicenews,https://www.tiktok.com/@vicenews,<a href='https://www.tiktok.com/@vicenews' target='_blank' rel='noreferrer nofollow'>Open creator page</a>,{'general_adversarial5__nl__en__netherlands'},{'2024-04-28T15:30:00'},{'3906'},{'eu24--tk0_scheduled__2024-04-30T06:40:00+00:00_505_1'},{'2024-04-30T08:14:17.574597'},{'2024-04-30T08:14:17.574632'},6.0
1019,{'general'},0,0,tk0,{'nl'},{'en'},{'anti-war candidate european elections 2024 netherlands'},7304691326711385377,New Dutch PM wants Islam banned #itvnews #netherla,https://www.tiktok.com/@itvnews/video/7304691326711385377,<a href='https://www.tiktok.com/@itvnews/video/7304691326711385377' target='_blank' rel='noreferrer nofollow'>Open video</a>,New Dutch PM wants Islam banned #itvnews #netherlands #dutch #politics #geertwilders ,itvnews,https://www.tiktok.com/@itvnews,<a href='https://www.tiktok.com/@itvnews' target='_blank' rel='noreferrer nofollow'>Open creator page</a>,{'general_adversarial5__nl__en__netherlands'},{'2024-04-28T15:30:00'},{'3906'},{'eu24--tk0_scheduled__2024-04-30T06:40:00+00:00_505_1'},{'2024-04-30T08:14:17.574597'},{'2024-04-30T08:14:17.574632'},3.0
1020,{'general'},0,0,tk0,{'nl'},{'en'},{'anti-war candidate european elections 2024 netherlands'},7304737421478874400,The anti-Islam populist nicknamed Mozart has just ,https://www.tiktok.com/@bbcnews/video/7304737421478874400,<a href='https://www.tiktok.com/@bbcnews/video/7304737421478874400' target='_blank' rel='noreferrer nofollow'>Open video</a>,"The anti-Islam populist nicknamed Mozart has just won the Dutch election, but who is he? #GeertWilders #Dutch #TheNetherlands #Netherlands #Holland #Politics #Europe #BBCNews",bbcnews,https://www.tiktok.com/@bbcnews,<a href='https://www.tiktok.com/@bbcnews' target='_blank' rel='noreferrer nofollow'>Open creator page</a>,{'general_adversarial5__nl__en__netherlands'},{'2024-04-28T15:30:00'},{'3906'},{'eu24--tk0_scheduled__2024-04-30T06:40:00+00:00_505_1'},{'2024-04-30T08:14:17.574597'},{'2024-04-30T08:14:17.574632'},8.0
1021,{'general'},0,0,tk0,{'nl'},{'en'},{'anti-war candidate european elections 2024 netherlands'},7304785915040320801,Geerts Wilders’ far-right Freedom Party has won th,https://www.tiktok.com/@criticalanalysisuk/video/7304785915040320801,<a href='https://www.tiktok.com/@criticalanalysisuk/video/7304785915040320801' target='_blank' rel='noreferrer nofollow'>Open video</a>,Geerts Wilders’ far-right Freedom Party has won the most seats in the recent Dutch elections. Here’s why you should be worried. #news #dutch #netherlands #holland #geertwilders #islam #europe #ukraine #europeanunion #dutchelections ,criticalanalysisuk,https://www.tiktok.com/@criticalanalysisuk,<a href='https://www.tiktok.com/@criticalanalysisuk' target='_blank' rel='noreferrer nofollow'>Open creator page</a>,{'general_adversarial5__nl__en__netherlands'},{'2024-04-28T15:30:00'},{'3906'},{'eu24--tk0_scheduled__2024-04-30T06:40:00+00:00_505_1'},{'2024-04-30T08:14:17.574597'},{'2024-04-30T08:14:17.574632'},0.0
1022,{'general'},0,0,tk0,{'nl'},{'en'},{'anti-war candidate european elections 2024 netherlands'},7305171428117155104,What do you think of this? Let's treat each other ,https://www.tiktok.com/@tv.dutch/video/7305171428117155104,<a href='https://www.tiktok.com/@tv.dutch/video/7305171428117155104' target='_blank' rel='noreferrer nofollow'>Open video</a>,What do you think of this? Let's treat each other respectfully! <3 Wat vinden jullie hiervan? Laten we respectvol met elkaar omgaan! <3 #geertwilderspvv #geertwilders #pvv #europe #turkey #nederland #netherlands #ministerpresident #primeminister,tv.dutch,https://www.tiktok.com/@tv.dutch,<a href='https://www.tiktok.com/@tv.dutch' target='_blank' rel='noreferrer nofollow'>Open creator page</a>,{'general_adversarial5__nl__en__netherlands'},{'2024-04-28T15:30:00'},{'3906'},{'eu24--tk0_scheduled__2024-04-30T06:40:00+00:00_505_1'},{'2024-04-30T08:14:17.574597'},{'2024-04-30T08:14:17.574632'},2.0
1023,{'general'},0,0,tk0,{'nl'},{'en'},{'anti-war candidate european elections 2024 netherlands'},7343291896904600865,What do u think? #fyp #eurovision #eurovision2024 ,https://www.tiktok.com/@allthingsadam.ie/video/7343291896904600865,<a href='https://www.tiktok.com/@allthingsadam.ie/video/7343291896904600865' target='_blank' rel='noreferrer nofollow'>Open video</a>,What do u think? #fyp #eurovision #eurovision2024 #netherlands #nederland #joostklein ,allthingsadam.ie,https://www.tiktok.com/@allthingsadam.ie,<a href='https://www.tiktok.com/@allthingsadam.ie' target='_blank' rel='noreferrer nofollow'>Open creator page</a>,{'general_adversarial5__nl__en__netherlands'},{'2024-04-28T15:30:00'},{'3906'},{'eu24--tk0_scheduled__2024-04-30T06:40:00+00:00_505_1'},{'2024-04-30T08:14:17.574597'},{'2024-04-30T08:14:17.574632'},10.0
1024,{'general'},0,0,tk0,{'nl'},{'en'},{'anti-war candidate european elections 2024 netherlands'},7350029131142270240,Congratulations to Maria Walsh and Nina Carberry o,https://www.tiktok.com/@finegael/video/7350029131142270240,<a href='https://www.tiktok.com/@finegael/video/7350029131142270240' target='_blank' rel='noreferrer nofollow'>Open video</a>,Congratulations to Maria Walsh and Nina Carberry on being selected as Fine Gael candidates for the European elections in the Midlands North-West constituency. #EUelections2024 🇪🇺,finegael,https://www.tiktok.com/@finegael,<a href='https://www.tiktok.com/@finegael' target='_blank' rel='noreferrer nofollow'>Open creator page</a>,{'general_adversarial5__nl__en__netherlands'},{'2024-04-28T15:30:00'},{'3906'},{'eu24--tk0_scheduled__2024-04-30T06:40:00+00:00_505_1'},{'2024-04-30T08:14:17.574597'},{'2024-04-30T08:14:17.574632'},4.0
1025,{'general'},0,0,tk0,{'nl'},{'en'},{'anti-war candidate european elections 2024 netherlands'},7362872629130333473,Unser Kandidat Philipp Mathmann fasst hier für euc,https://www.tiktok.com/@gruenemuenster/video/7362872629130333473,<a href='https://www.tiktok.com/@gruenemuenster/video/7362872629130333473' target='_blank' rel='noreferrer nofollow'>Open video</a>,"Unser Kandidat Philipp Mathmann fasst hier für euch unsere zentralen Ziele im Bereich Landwirtschaft und Naturschutz aus unserem Europawahlprogramm zusammen:  Als GRÜNE kämpfen wir für eine Landwirtschaft, die sowohl für die Produzent*innen als auch für die Konsument*innen fair ist.  In Bezug auf die Landwirtschaft spielt auch der Naturschutz eine wichtige Rolle, weshalb wir GRÜNE den Green Deal erweitern möchten, um die Natur und uns alle zu schützen. 💚 English: Our candidate Philipp Mathmann summarizes our central goals in the area of agriculture and nature conservation from our European election manifesto for you here:  As GREENS, we are fighting for agriculture that is fair for both producers and consumers.  Nature conservation also plays an important role in agriculture, which is why we GREENS want to expand the Green Deal to protect nature and all of us.💚#euelections2024 #naturschutz #landwirtschaft ",gruenemuenster,https://www.tiktok.com/@gruenemuenster,<a href='https://www.tiktok.com/@gruenemuenster' target='_blank' rel='noreferrer nofollow'>Open creator page</a>,{'general_adversarial5__nl__en__netherlands'},{'2024-04-28T15:30:00'},{'3906'},{'eu24--tk0_scheduled__2024-04-30T06:40:00+00:00_505_1'},{'2024-04-30T08:14:17.574597'},{'2024-04-30T08:14:17.574632'},5.0
1026,{'general'},0,0,tk0,{'nl'},{'en'},{'anti-war candidate european elections 2024 netherlands'},7362913635544370464,Change starts here. Sinn Féin is running a record ,https://www.tiktok.com/@sinnfein/video/7362913635544370464,<a href='https://www.tiktok.com/@sinnfein/video/7362913635544370464' target='_blank' rel='noreferrer nofollow'>Open video</a>,Change starts here. Sinn Féin is running a record number of candidates in the Local and European elections and standing in every single electoral area. This is the most important election for a generation because of housing. A vote for Sinn Féin is a vote to end the housing crisis. It's time for change. - Mary Lou McDonald  #timeforchange #election #irishnews ,sinnfein,https://www.tiktok.com/@sinnfein,<a href='https://www.tiktok.com/@sinnfein' target='_blank' rel='noreferrer nofollow'>Open creator page</a>,{'general_adversarial5__nl__en__netherlands'},{'2024-04-28T15:30:00'},{'3906'},{'eu24--tk0_scheduled__2024-04-30T06:40:00+00:00_505_1'},{'2024-04-30T08:14:17.574597'},{'2024-04-30T08:14:17.574632'},9.0
1027,{'general'},0,0,tk0,{'nl'},{'en'},{'anti-war candidate european elections 2024 netherlands'},7363344621008735520,Change starts with the local and European election,https://www.tiktok.com/@davidjones084/video/7363344621008735520,<a href='https://www.tiktok.com/@davidjones084/video/7363344621008735520' target='_blank' rel='noreferrer nofollow'>Open video</a>,"Change starts with the local and European elections.  If you want change, you have to vote for it in the European elections, in the local elections, and in the General Election when it comes. The number of candidates that Sinn Féin are running in the local elections is testament to our ambition to deliver change in every LEA across and to have representatives on every council after the local elections on June 7th.  We want councils to deliver for communities on housing, on planning and on delivering better local services. We are determined to elect the strongest possible team of Sinn Féin councillors to work with a SF led government after the next general election delivering the largest social and affordable home building programme in the history of the state. Voting for Sinn Féin in this election is the first step to getting this disastrous government out of office. A vote for Sinn Féin in the local elections is a vote for change. #votemichellegilnernewno1 #electaworker #votejonesno1 #voteforchange2024 #Westmeath ",davidjones084,https://www.tiktok.com/@davidjones084,<a href='https://www.tiktok.com/@davidjones084' target='_blank' rel='noreferrer nofollow'>Open creator page</a>,{'general_adversarial5__nl__en__netherlands'},{'2024-04-28T15:30:00'},{'3906'},{'eu24--tk0_scheduled__2024-04-30T06:40:00+00:00_505_1'},{'2024-04-30T08:14:17.574597'},{'2024-04-30T08:14:17.574632'},1.0
1028,{'general'},0,0,tk0,{'nl'},{'en'},{'anti-war candidate european elections 2024 netherlands'},7363550462580133153,Running for Mayor of London 2024 👉 @NatalieDCampbe,https://www.tiktok.com/@howibecame__/video/7363550462580133153,<a href='https://www.tiktok.com/@howibecame__/video/7363550462580133153' target='_blank' rel='noreferrer nofollow'>Open video</a>,Running for Mayor of London 2024 👉 @NatalieDCampbell #teamcampbell #mayoroflondon #london #greaterlondon #elections #londonmayor #labour #tory #conservative #ukpolitics #londontiktok #ukgovernment ,howibecame__,https://www.tiktok.com/@howibecame__,<a href='https://www.tiktok.com/@howibecame__' target='_blank' rel='noreferrer nofollow'>Open creator page</a>,{'general_adversarial5__nl__en__netherlands'},{'2024-04-28T15:30:00'},{'3906'},{'eu24--tk0_scheduled__2024-04-30T06:40:00+00:00_505_1'},{'2024-04-30T08:14:17.574597'},{'2024-04-30T08:14:17.574632'},7.0
1194,{'general'},0,0,tk0,{'pl'},{'en'},{'anti-war candidate european elections 2024 poland'},7193675645933718790,Which Countries Hate Germany? 🇩🇪 #Germany #Poland ,https://www.tiktok.com/@mapmatica/video/7193675645933718790,<a href='https://www.tiktok.com/@mapmatica/video/7193675645933718790' target='_blank' rel='noreferrer nofollow'>Open video</a>,"Which Countries Hate Germany? 🇩🇪 #Germany #Poland #France #WWII #WW2 #Military #InternationalRelations #Geopolitics Which countries hate Germany? One Poland. Poland dislikes Germany due to historical conflicts similar to country number two France. During World War Two, Germany invaded and occupied both Poland and France, leading to significant loss of life and damage to both countries. And three, Greece relations between Germany and Greece were strained in recent years due to the debt crisis and the austerity measures imposed by Germany and other European countries as a condition for Greece's economic bailout.",mapmatica,https://www.tiktok.com/@mapmatica,<a href='https://www.tiktok.com/@mapmatica' target='_blank' rel='noreferrer nofollow'>Open creator page</a>,{'general_adversarial5__pl__en__poland'},{'2024-04-28T15:30:00'},{'3908'},{'eu24--tk0_scheduled__2024-04-30T06:40:00+00:00_507_1'},{'2024-04-30T08:14:20.076079'},{'2024-04-30T08:14:20.076102'},10.0
1195,{'general'},0,0,tk0,{'pl'},{'en'},{'anti-war candidate european elections 2024 poland'},7241162819545173274,Poland has seen some of its largest protests in ye,https://www.tiktok.com/@tldrnews/video/7241162819545173274,<a href='https://www.tiktok.com/@tldrnews/video/7241162819545173274' target='_blank' rel='noreferrer nofollow'>Open video</a>,"Poland has seen some of its largest protests in years, with a reported 500,000 people marching against the ruling Law and Justice party on the 34th anniversary of the 1989 election that effectively ended Communist rule in the country. #newstiktok #tldr #news #worldpolitics #elections #protest #globalnews #politics #europeanpolitics #interesting #geopolitics #USA #worldnews #eu #europe #fyp #fypシ ",tldrnews,https://www.tiktok.com/@tldrnews,<a href='https://www.tiktok.com/@tldrnews' target='_blank' rel='noreferrer nofollow'>Open creator page</a>,{'general_adversarial5__pl__en__poland'},{'2024-04-28T15:30:00'},{'3908'},{'eu24--tk0_scheduled__2024-04-30T06:40:00+00:00_507_1'},{'2024-04-30T08:14:20.076079'},{'2024-04-30T08:14:20.076102'},3.0
1196,{'general'},0,0,tk0,{'pl'},{'en'},{'anti-war candidate european elections 2024 poland'},7281579503355301152,"Member of European Parliament, Dominik Tarczynski ",https://www.tiktok.com/@gbnews/video/7281579503355301152,<a href='https://www.tiktok.com/@gbnews/video/7281579503355301152' target='_blank' rel='noreferrer nofollow'>Open video</a>,"Member of European Parliament, Dominik Tarczynski MEP, offers Polish immigration policy as a solution to the influx of migrants in Lampedusa #migrantcrisys #asylumseekers #Poland#EU#Lampedusa #Farage #GBNews",gbnews,https://www.tiktok.com/@gbnews,<a href='https://www.tiktok.com/@gbnews' target='_blank' rel='noreferrer nofollow'>Open creator page</a>,{'general_adversarial5__pl__en__poland'},{'2024-04-28T15:30:00'},{'3908'},{'eu24--tk0_scheduled__2024-04-30T06:40:00+00:00_507_1'},{'2024-04-30T08:14:20.076079'},{'2024-04-30T08:14:20.076102'},4.0
1197,{'general'},0,0,tk0,{'pl'},{'en'},{'anti-war candidate european elections 2024 poland'},7282919585030868257,#europa#polonia#🇵🇱#🇪🇺 #debate #europe#poland #pola,https://www.tiktok.com/@carlaajeronimo/video/7282919585030868257,<a href='https://www.tiktok.com/@carlaajeronimo/video/7282919585030868257' target='_blank' rel='noreferrer nofollow'>Open video</a>,#europa#polonia#🇵🇱#🇪🇺 #debate #europe#poland #poland🇵🇱 ,carlaajeronimo,https://www.tiktok.com/@carlaajeronimo,<a href='https://www.tiktok.com/@carlaajeronimo' target='_blank' rel='noreferrer nofollow'>Open creator page</a>,{'general_adversarial5__pl__en__poland'},{'2024-04-28T15:30:00'},{'3908'},{'eu24--tk0_scheduled__2024-04-30T06:40:00+00:00_507_1'},{'2024-04-30T08:14:20.076079'},{'2024-04-30T08:14:20.076102'},2.0
1198,{'general'},0,0,tk0,{'pl'},{'en'},{'anti-war candidate european elections 2024 poland'},7289524694984756513,Polish MEP Dominik Tarczynski explained in a TV in,https://www.tiktok.com/@reportanews/video/7289524694984756513,<a href='https://www.tiktok.com/@reportanews/video/7289524694984756513' target='_blank' rel='noreferrer nofollow'>Open video</a>,"Polish MEP Dominik Tarczynski explained in a TV interview why he will not take in Illegal muslim migrants. On Sunday, Poland is holding a referendum which will determine if Poland will accept the EU’s new quota that will obligate countries to take in illegal migrants. #poland #migration #islam ",reportanews,https://www.tiktok.com/@reportanews,<a href='https://www.tiktok.com/@reportanews' target='_blank' rel='noreferrer nofollow'>Open creator page</a>,{'general_adversarial5__pl__en__poland'},{'2024-04-28T15:30:00'},{'3908'},{'eu24--tk0_scheduled__2024-04-30T06:40:00+00:00_507_1'},{'2024-04-30T08:14:20.076079'},{'2024-04-30T08:14:20.076102'},9.0
1199,{'general'},0,0,tk0,{'pl'},{'en'},{'anti-war candidate european elections 2024 poland'},7291281493945503009,#poland #polish #polska #warsaw #wybory #wybory202,https://www.tiktok.com/@eppgroup/video/7291281493945503009,<a href='https://www.tiktok.com/@eppgroup/video/7291281493945503009' target='_blank' rel='noreferrer nofollow'>Open video</a>,#poland #polish #polska #warsaw #wybory #wybory2023 #elections #polls #news #results #politicians #congratulations #congratulating #europe #eu #europeanunion #meps #fyp @jorgenwarborn @Andrzej Halicki ,eppgroup,https://www.tiktok.com/@eppgroup,<a href='https://www.tiktok.com/@eppgroup' target='_blank' rel='noreferrer nofollow'>Open creator page</a>,{'general_adversarial5__pl__en__poland'},{'2024-04-28T15:30:00'},{'3908'},{'eu24--tk0_scheduled__2024-04-30T06:40:00+00:00_507_1'},{'2024-04-30T08:14:20.076079'},{'2024-04-30T08:14:20.076102'},6.0
1200,{'general'},0,0,tk0,{'pl'},{'en'},{'anti-war candidate european elections 2024 poland'},7305419118075858181,2024 will be a very significant year for global po,https://www.tiktok.com/@political_mid/video/7305419118075858181,<a href='https://www.tiktok.com/@political_mid/video/7305419118075858181' target='_blank' rel='noreferrer nofollow'>Open video</a>,2024 will be a very significant year for global politics. #politics #2024 #significant #geopolitics #india #usa🇺🇸 #europeanunion #elections #foryou #fpyシ #pakistan #fpyシ #fypシ #political #fyp ,political_mid,https://www.tiktok.com/@political_mid,<a href='https://www.tiktok.com/@political_mid' target='_blank' rel='noreferrer nofollow'>Open creator page</a>,{'general_adversarial5__pl__en__poland'},{'2024-04-28T15:30:00'},{'3908'},{'eu24--tk0_scheduled__2024-04-30T06:40:00+00:00_507_1'},{'2024-04-30T08:14:20.076079'},{'2024-04-30T08:14:20.076102'},1.0
1201,{'general'},0,0,tk0,{'pl'},{'en'},{'anti-war candidate european elections 2024 poland'},7319821772449238304,I’m jumping on the hottest social media trend (now,https://www.tiktok.com/@enriqueanartelazo/video/7319821772449238304,<a href='https://www.tiktok.com/@enriqueanartelazo/video/7319821772449238304' target='_blank' rel='noreferrer nofollow'>Open video</a>,"I’m jumping on the hottest social media trend (now that the 2023 recaps are finally over) to discuss some of the ways EU legislation shapes my daily life: I can vote in Berlin’s local elections despite not being German, it’s illegal to discriminate against me at the workplace for being gay and I haven’t had to show my identity documents when traveling to Italy, Portugal or Estonia. Yet the European Union (just like any other political system) is far from perfect, and it’s our right and duty as EU citizens to discuss ways to improve how it impacts people’s lives. At the same time, we can’t forget that the member states that make up the Union have only given EU institutions limited powers, and national capitals (very) often become an obstacle to EU legislation being passed. The 2024 European election is around the corner – what would YOU like EU institutions to do about some of today’s biggest challenges? I’ll go first: I personally think we need a more human and humanitarian approach to our border policies. Our “European values” mean nothing while thousand of people die trying to cross the sea to reach Europe every year.  And a final note for the anti-EU trolls: I don’t get paid to make this content, I make it freely in my free time because I am interested in the topic and believe in constructive, respectful debate. #europeanpolitics #europeanunion ",enriqueanartelazo,https://www.tiktok.com/@enriqueanartelazo,<a href='https://www.tiktok.com/@enriqueanartelazo' target='_blank' rel='noreferrer nofollow'>Open creator page</a>,{'general_adversarial5__pl__en__poland'},{'2024-04-28T15:30:00'},{'3908'},{'eu24--tk0_scheduled__2024-04-30T06:40:00+00:00_507_1'},{'2024-04-30T08:14:20.076079'},{'2024-04-30T08:14:20.076102'},5.0
1202,{'general'},0,0,tk0,{'pl'},{'en'},{'anti-war candidate european elections 2024 poland'},7332137272772513056,[Polska] Polska Agencja Żeglugi Powietrznej opubli,https://www.tiktok.com/@nataliasisik/video/7332137272772513056,<a href='https://www.tiktok.com/@nataliasisik/video/7332137272772513056' target='_blank' rel='noreferrer nofollow'>Open video</a>,"[Polska] Polska Agencja Żeglugi Powietrznej opublikowała ostrzeżenie nawigacyjne dla użytkowników przestrzeni powietrznej w okresie od 5 lutego 2024 r. do 5 maja 2024 r. Komunikat wydano na wniosek wojska w związku z ""nieplanowanymi działaniami wojskowymi, związanymi z zapewnieniem bezpieczeństwa państwa"". ""Komunikat ma na celu ostrzeżenie cywilnych użytkowników przestrzeni powietrznej o możliwej intensywniejszej działalności wojskowych statków powietrznych we wschodnim jej obszarze, będącej odpowiedzią na sytuację zagrożenia na wschodniej granicy.” #newsnadziś #newsnadzis ",nataliasisik,https://www.tiktok.com/@nataliasisik,<a href='https://www.tiktok.com/@nataliasisik' target='_blank' rel='noreferrer nofollow'>Open creator page</a>,{'general_adversarial5__pl__en__poland'},{'2024-04-28T15:30:00'},{'3908'},{'eu24--tk0_scheduled__2024-04-30T06:40:00+00:00_507_1'},{'2024-04-30T08:14:20.076079'},{'2024-04-30T08:14:20.076102'},8.0
1203,{'general'},0,0,tk0,{'pl'},{'en'},{'anti-war candidate european elections 2024 poland'},7350029131142270240,Congratulations to Maria Walsh and Nina Carberry o,https://www.tiktok.com/@finegael/video/7350029131142270240,<a href='https://www.tiktok.com/@finegael/video/7350029131142270240' target='_blank' rel='noreferrer nofollow'>Open video</a>,Congratulations to Maria Walsh and Nina Carberry on being selected as Fine Gael candidates for the European elections in the Midlands North-West constituency. #EUelections2024 🇪🇺,finegael,https://www.tiktok.com/@finegael,<a href='https://www.tiktok.com/@finegael' target='_blank' rel='noreferrer nofollow'>Open creator page</a>,{'general_adversarial5__pl__en__poland'},{'2024-04-28T15:30:00'},{'3908'},{'eu24--tk0_scheduled__2024-04-30T06:40:00+00:00_507_1'},{'2024-04-30T08:14:20.076079'},{'2024-04-30T08:14:20.076102'},11.0
1204,{'general'},0,0,tk0,{'pl'},{'en'},{'anti-war candidate european elections 2024 poland'},7358115411470126368,Don’t forget! From 6 to 9 June are European Electi,https://www.tiktok.com/@europahausleipzig/video/7358115411470126368,<a href='https://www.tiktok.com/@europahausleipzig/video/7358115411470126368' target='_blank' rel='noreferrer nofollow'>Open video</a>,Don’t forget! From 6 to 9 June are European Elections 🇪🇺🙏🏻 Go vote and participate actively!! #eu #europeanunion #vote #election2024 #europeanparliament #europeanelections @europeanparliament ,europahausleipzig,https://www.tiktok.com/@europahausleipzig,<a href='https://www.tiktok.com/@europahausleipzig' target='_blank' rel='noreferrer nofollow'>Open creator page</a>,{'general_adversarial5__pl__en__poland'},{'2024-04-28T15:30:00'},{'3908'},{'eu24--tk0_scheduled__2024-04-30T06:40:00+00:00_507_1'},{'2024-04-30T08:14:20.076079'},{'2024-04-30T08:14:20.076102'},7.0
1205,{'general'},0,0,tk0,{'pl'},{'en'},{'anti-war candidate european elections 2024 poland'},7363279164553661728,#eu #efmpoland #euelections2024 #govote #erasmus,https://www.tiktok.com/@efm.poland/video/7363279164553661728,<a href='https://www.tiktok.com/@efm.poland/video/7363279164553661728' target='_blank' rel='noreferrer nofollow'>Open video</a>,#eu #efmpoland #euelections2024 #govote #erasmus,efm.poland,https://www.tiktok.com/@efm.poland,<a href='https://www.tiktok.com/@efm.poland' target='_blank' rel='noreferrer nofollow'>Open creator page</a>,{'general_adversarial5__pl__en__poland'},{'2024-04-28T15:30:00'},{'3908'},{'eu24--tk0_scheduled__2024-04-30T06:40:00+00:00_507_1'},{'2024-04-30T08:14:20.076079'},{'2024-04-30T08:14:20.076102'},0.0
1493,{'general'},0,0,tk0,{'nl'},{'en'},{'vote anti-abortion european elections 2024 netherlands'},7250072562653220123,Why YOUTH matters? #youth #eu #elections #2024,https://www.tiktok.com/@rockyoureu/video/7250072562653220123,<a href='https://www.tiktok.com/@rockyoureu/video/7250072562653220123' target='_blank' rel='noreferrer nofollow'>Open video</a>,Why YOUTH matters? #youth #eu #elections #2024,rockyoureu,https://www.tiktok.com/@rockyoureu,<a href='https://www.tiktok.com/@rockyoureu' target='_blank' rel='noreferrer nofollow'>Open creator page</a>,{'general_adversarial1__nl__en__netherlands'},{'2024-04-28T15:30:00'},{'3865'},{'eu24--tk0_scheduled__2024-04-30T06:40:00+00:00_465_1'},{'2024-04-30T08:13:35.511678'},{'2024-04-30T08:13:35.511730'},8.0
1494,{'general'},0,0,tk0,{'nl'},{'en'},{'vote anti-abortion european elections 2024 netherlands'},7295039249236151585,NEW SERIES ALERT 🚨 The 2024 European Parliament el,https://www.tiktok.com/@enriqueanartelazo/video/7295039249236151585,<a href='https://www.tiktok.com/@enriqueanartelazo/video/7295039249236151585' target='_blank' rel='noreferrer nofollow'>Open video</a>,"NEW SERIES ALERT 🚨 The 2024 European Parliament election is only a few months away, and many young Europeans still don’t know what the European Union does for them, or how it affects their daily lives. This will also be the first time many 16-years-olds will vote in several EU member states. Meanwhile, misinformation and disinformation around some of the hot topics that divide voters across Europe - climate change, migration, LGBTQ+ rights, gender equality, foreign policy, etc. - spread rapidly on social media as trust in legacy media and institutions erodes.  That’s why I have decided to kickstart this series where I will be explaining how the EU impacts on our day-to-day lives as EU citizens addressing the comments that people leave or have left on my videos. Follow for more videos on European politics and mis/disinformation! #europeanpolitics #euelections #europeanelections #europeancommission #europeanparliament ",enriqueanartelazo,https://www.tiktok.com/@enriqueanartelazo,<a href='https://www.tiktok.com/@enriqueanartelazo' target='_blank' rel='noreferrer nofollow'>Open creator page</a>,{'general_adversarial1__nl__en__netherlands'},{'2024-04-28T15:30:00'},{'3865'},{'eu24--tk0_scheduled__2024-04-30T06:40:00+00:00_465_1'},{'2024-04-30T08:13:35.511678'},{'2024-04-30T08:13:35.511730'},1.0
1495,{'general'},0,0,tk0,{'nl'},{'en'},{'vote anti-abortion european elections 2024 netherlands'},7314342605226020129,(Almost) time to vote for your 🇪🇺 representatives!,https://www.tiktok.com/@entr_en/video/7314342605226020129,<a href='https://www.tiktok.com/@entr_en/video/7314342605226020129' target='_blank' rel='noreferrer nofollow'>Open video</a>,(Almost) time to vote for your 🇪🇺 representatives! Will you vote for the next European elections held on 6 to 9 June 2024?,entr_en,https://www.tiktok.com/@entr_en,<a href='https://www.tiktok.com/@entr_en' target='_blank' rel='noreferrer nofollow'>Open creator page</a>,{'general_adversarial1__nl__en__netherlands'},{'2024-04-28T15:30:00'},{'3865'},{'eu24--tk0_scheduled__2024-04-30T06:40:00+00:00_465_1'},{'2024-04-30T08:13:35.511678'},{'2024-04-30T08:13:35.511730'},3.0
1496,{'general'},0,0,tk0,{'nl'},{'en'},{'vote anti-abortion european elections 2024 netherlands'},7319821772449238304,I’m jumping on the hottest social media trend (now,https://www.tiktok.com/@enriqueanartelazo/video/7319821772449238304,<a href='https://www.tiktok.com/@enriqueanartelazo/video/7319821772449238304' target='_blank' rel='noreferrer nofollow'>Open video</a>,"I’m jumping on the hottest social media trend (now that the 2023 recaps are finally over) to discuss some of the ways EU legislation shapes my daily life: I can vote in Berlin’s local elections despite not being German, it’s illegal to discriminate against me at the workplace for being gay and I haven’t had to show my identity documents when traveling to Italy, Portugal or Estonia. Yet the European Union (just like any other political system) is far from perfect, and it’s our right and duty as EU citizens to discuss ways to improve how it impacts people’s lives. At the same time, we can’t forget that the member states that make up the Union have only given EU institutions limited powers, and national capitals (very) often become an obstacle to EU legislation being passed. The 2024 European election is around the corner – what would YOU like EU institutions to do about some of today’s biggest challenges? I’ll go first: I personally think we need a more human and humanitarian approach to our border policies. Our “European values” mean nothing while thousand of people die trying to cross the sea to reach Europe every year.  And a final note for the anti-EU trolls: I don’t get paid to make this content, I make it freely in my free time because I am interested in the topic and believe in constructive, respectful debate. #europeanpolitics #europeanunion ",enriqueanartelazo,https://www.tiktok.com/@enriqueanartelazo,<a href='https://www.tiktok.com/@enriqueanartelazo' target='_blank' rel='noreferrer nofollow'>Open creator page</a>,{'general_adversarial1__nl__en__netherlands'},{'2024-04-28T15:30:00'},{'3865'},{'eu24--tk0_scheduled__2024-04-30T06:40:00+00:00_465_1'},{'2024-04-30T08:13:35.511678'},{'2024-04-30T08:13:35.511730'},5.0
